reporting_event_number,report_id,event_start_date,approval_status,precinct,beat,crime_description_1,victim_age_1,subject_age_1,subject_ethnicity_1,victim_ethnicity_1,subject_gender_1,victim_gender_1,subject_race_1,victim_race_1,narrative
12792153046,20468,3/12/2021 15:07,UCR Approved,East,C1,RCW - 9A.36.080 | HATE CRIME OFFENSE,38,62,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,Black or African American,Black or African American,The suspect physically assaulted the victim at a park while shouting racial insults.
54093085629,106552,1/30/2021 12:21,UCR Approved,North,B3,RCW - 9A.36.080 | HATE CRIME OFFENSE,32,54,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Female,White,Asian,"The suspect physically assaulted the victim in a grocery store. While shouting racial insults, the suspect pushed the victim to the ground and kicked them repeatedly. Bystanders intervened, and the suspect was detained by store security until police arrived. The victim suffered several bruises and a broken rib."
12813389744,22041,6/6/2021 9:15,UCR Approved,West,K2,RCW - 9A.36.080 | HATE CRIME OFFENSE,38,41,Unknown,Unknown,Female,Female,White,Black or African American,The suspect physically assaulted the victim while shouting racial epithets in a parking lot.
12854995895,24956,12/22/2022 14:02,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,32,32,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,Black or African American,The suspect physically attacked the victim while making racial remarks.
13181899850,33566,3/16/2022 13:19,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,53,27,Unknown,Not Hispanic Or Latino,Male,Male,White,Black or African American,The suspect sent racially abusive messages to the victim via social media.
13233955957,38222,2/24/2021 10:30,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,23,20,-,Unknown,Male,Male,White,Black or African American,"The suspect sent racially abusive texts to the victim, including threats of violence."
13261301525,39525,3/5/2021 15:12,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,46,44,-,-,Male,Male,American Indian or Alaska Native,Black or African American,"The suspect threw a brick through the victim's window, accompanied by a racial slur."
13273600783,39758,11/4/2021 8:52,UCR Approved,East,E1,RCW - 9A.36.080 | HATE CRIME OFFENSE,50,43,Unknown,-,Male,Male,Unknown,Black or African American,The suspect threw rocks at the victim's house while shouting racial insults.
13284441362,40844,1/11/2020 15:03,UCR Approved,North,B1,RCW - 9A.36.080 | HATE CRIME OFFENSE,33,49,-,-,Male,Male,White,Black or African American,The suspect vandalized the victim's mailbox with racially offensive symbols and words.
13279407476,41335,9/16/2022 10:35,UCR Approved,North,L1,RCW - 9A.36.080 | HATE CRIME OFFENSE,39,22,Unknown,Not Hispanic Or Latino,Male,Male,White,Black or African American,The suspect vandalized the victim's place of business with racially offensive graffiti.
13279306378,43600,9/26/2020 8:26,UCR Approved,West,D2,RCW - 9A.36.080 | HATE CRIME OFFENSE,33,38,Not Hispanic Or Latino,Unknown,Male,Male,White,Black or African American,"The suspect verbally abused the victim in a parking lot, using racial slurs."
13320464512,45729,3/28/2020 12:05,UCR Approved,Southwest,F2,RCW - 9A.36.080 | HATE CRIME OFFENSE,29,38,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,Black or African American,"The suspect verbally harassed the victim in a public park, making racial threats."
13365442931,46427,2/28/2020 12:24,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,59,50,Not Hispanic Or Latino,Unknown,Male,Male,White,Black or African American,"The suspect was reported to have thrown eggs at the victim's house, accompanied by racial slurs."
13607908473,49297,1/17/2020 11:20,UCR Approved,North,L3,RCW - 9A.36.080 | HATE CRIME OFFENSE,25,-1,-,-,Male,Male,White,Black or African American,The suspect was reported to have vandalized the victim's car with offensive graffiti.
13760753142,51724,8/9/2022 15:33,UCR Approved,West,M3,RCW - 9A.36.080 | HATE CRIME OFFENSE,-1,-1,-,Unknown,-,Male,-,Black or African American,The suspect yelled racial slurs at the victim during a road rage incident.
13838288175,52261,5/21/2022 16:02,UCR Approved,West,M1,RCW - 9A.36.080 | HATE CRIME OFFENSE,38,37,Not Hispanic Or Latino,Unknown,Male,Male,White,Black or African American,The victim received a threatening letter containing racial slurs and a threat of violence.
13855466265,52333,7/1/2022 14:34,UCR Approved,West,K1,RCW - 9A.36.080 | HATE CRIME OFFENSE,32,31,Unknown,-,Male,Male,White,Black or African American,The victim received multiple harassing emails containing racial insults and threats.
13255981662,40546,9/16/2022 15:31,UCR Approved,North,B1,RCW - 9A.36.080 | HATE CRIME OFFENSE,23,28,-,-,Male,Male,White,Asian,"The victim received multiple threatening phone calls over several weeks. The suspect used racial slurs and threatened to harm the victim and their family if they didn’t ""go back to their country."" The threats have caused the victim significant distress and fear for their safety."
13859893361,52898,12/3/2022 14:12,UCR Approved,North,L1,RCW - 9A.36.080 | HATE CRIME OFFENSE,48,66,Not Hispanic Or Latino,Not Hispanic Or Latino,Female,Male,White,Black or African American,The victim reported being followed home and threatened by the suspect using racial slurs.
12810352095,21026,12/7/2022 15:39,UCR Approved,North,U2,RCW - 9A.36.080 | HATE CRIME OFFENSE,19,27,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Female,Unknown,Asian,The victim reported being physically assaulted by the suspect while walking home from work. The suspect shouted racial slurs and accused the victim of bringing diseases to the country. The victim sustained bruises and a minor concussion.
13825091053,52956,10/8/2022 15:34,UCR Approved,East,C1,RCW - 9A.36.080 | HATE CRIME OFFENSE,26,36,Not Hispanic Or Latino,-,Male,Female,White,Black or African American,"The victim reported being physically assaulted by the suspect, who made racial slurs during the attack."
13835677622,53207,2/20/2020 13:13,UCR Approved,South,R2,RCW - 9A.36.080 | HATE CRIME OFFENSE,48,56,Unknown,-,Male,Female,White,Black or African American,"The victim reported their business was broken into, and racial slurs were painted on the walls."
13876642979,54591,2/14/2022 15:46,UCR Approved,East,E3,RCW - 9A.36.080 | HATE CRIME OFFENSE,60,64,Unknown,Not Hispanic Or Latino,Male,Male,White,Black or African American,"The victim reported their car tires were slashed, and racial slurs were carved into the vehicle."
54150813849,108156,4/10/2022 16:07,UCR Approved,North,U3,RCW - 9A.36.080 | HATE CRIME OFFENSE,40,44,Hispanic Or Latino,Not Hispanic Or Latino,Unknown,Female,Unknown,Asian,"The victim reported their restaurant was broken into, and the interior was vandalized with racial slurs and symbols. Several tables and chairs were damaged, and a significant amount of inventory was destroyed. The suspect left a threatening note indicating they targeted the restaurant because of the victim’s ethnicity."
13884262803,55752,3/25/2020 8:42,UCR Approved,West,D2,RCW - 9A.36.080 | HATE CRIME OFFENSE,59,-1,-,Not Hispanic Or Latino,-,Male,-,Black or African American,The victim stated that they received multiple threatening phone calls containing racial slurs.
14105283442,56698,3/16/2022 10:16,UCR Approved,West,D3,RCW - 9A.36.080 | HATE CRIME OFFENSE,18,-1,-,-,Male,Male,White,Black or African American,The victim was called racial slurs and physically pushed by the suspect in a public space.
14219781849,57367,4/28/2021 9:07,UCR Approved,South,R3,RCW - 9A.36.080 | HATE CRIME OFFENSE,63,60,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Female,White,Black or African American,"The victim was followed and harassed by the suspect, who used racial slurs and threatened violence."
14611932173,59110,3/1/2022 15:41,UCR Approved,West,M3,RCW - 9A.36.080 | HATE CRIME OFFENSE,34,44,Unknown,Unknown,Male,Female,American Indian or Alaska Native,Black or African American,"The victim was harassed at their place of worship, with the suspect making racially offensive statements."
14705590700,60051,7/9/2020 12:08,UCR Approved,West,D1,RCW - 9A.36.080 | HATE CRIME OFFENSE,44,48,Unknown,Not Hispanic Or Latino,Female,Male,Unknown,Black or African American,"The victim was spit on by the suspect, who also made racial comments."
15984076026,76862,10/7/2020 12:10,UCR Approved,North,B1,RCW - 9A.36.080 | HATE CRIME OFFENSE,19,58,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,Black or African American,Asian,"The victim was subjected to racial harassment at their workplace over several months. A coworker made derogatory comments about the victim’s ethnicity and repeatedly threatened them. Despite reporting the incidents to management, the harassment continued until the coworker was finally terminated."
14989609727,63258,2/21/2022 16:50,UCR Approved,Southwest,F1,RCW - 9A.36.080 | HATE CRIME OFFENSE,64,-1,-,Unknown,-,Male,-,Black or African American,"The victim was subjected to racial harassment by a coworker, including derogatory comments and threats."
15042707724,63669,9/30/2022 11:28,UCR Approved,West,M3,RCW - 9A.36.080 | HATE CRIME OFFENSE,27,36,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Female,White,Black or African American,"The victim's bicycle was damaged, and a note with racial insults was left attached."
15245774660,68527,11/12/2020 10:38,UCR Approved,West,K3,RCW - 9A.36.080 | HATE CRIME OFFENSE,39,-1,-,Not Hispanic Or Latino,-,Male,-,Black or African American,The victim's business sign was defaced with racial slurs.
15710270141,73468,4/20/2020 8:21,UCR Approved,East,G1,RCW - 9A.36.080 | HATE CRIME OFFENSE,72,-1,-,Not Hispanic Or Latino,-,Male,-,Black or African American,"The victim's car was damaged, with racial slurs scratched into the paint."
16165862239,78432,4/5/2021 12:34,UCR Approved,North,B3,RCW - 9A.36.080 | HATE CRIME OFFENSE,20,-1,-,-,Female,Male,White,Black or African American,"The victim's car was egged, and a note with racial slurs was left on the windshield."
15663172744,71059,1/23/2022 13:42,UCR Approved,North,N1,RCW - 9A.36.080 | HATE CRIME OFFENSE,35,-1,-,-,-,Male,-,Asian,"The victim's car was vandalized while parked in front of their home. Racial slurs and offensive images were scratched into the paint and the windows were smashed. The incident occurred late at night, and the neighbors reported hearing loud noises and seeing a group of individuals fleeing the scene."
16200295034,79097,1/26/2020 15:54,UCR Approved,Southwest,W2,RCW - 9A.36.080 | HATE CRIME OFFENSE,57,42,Not Hispanic Or Latino,Unknown,Male,Male,White,Black or African American,"The victim's car windshield was smashed, and a note with racial insults was left on the dashboard."
16228191007,79467,12/2/2022 9:43,UCR Approved,North,B1,RCW - 9A.36.080 | HATE CRIME OFFENSE,61,-1,-,Unknown,Female,Female,White,Black or African American,"The victim's child was bullied at school, with racial slurs used by other students."
16225725540,79706,2/6/2022 8:17,UCR Approved,South,S1,RCW - 9A.36.080 | HATE CRIME OFFENSE,31,-1,-,Not Hispanic Or Latino,Male,Male,White,Black or African American,"The victim's dog was poisoned, and a note with racial slurs was left at the scene."
17119092867,82651,3/4/2020 16:40,UCR Approved,West,D3,RCW - 9A.36.080 | HATE CRIME OFFENSE,66,43,Unknown,Unknown,Male,Male,White,Black or African American,The victim's fence was spray-painted with racially offensive graffiti.
17933177153,87494,9/28/2021 15:14,UCR Approved,Southwest,W2,RCW - 9A.36.080 | HATE CRIME OFFENSE,63,50,Unknown,-,Male,Female,White,Black or African American,"The victim's front door was vandalized with spray paint, including racial slurs."
18835183111,90334,5/10/2020 11:30,UCR Approved,West,K2,RCW - 9A.36.080 | HATE CRIME OFFENSE,55,56,-,-,Male,Male,American Indian or Alaska Native,Black or African American,The victim's front yard was vandalized with racist symbols and phrases.
15165307332,98628,4/16/2021 10:36,UCR Approved,East,E2,RCW - 9A.36.080 | HATE CRIME OFFENSE,61,24,Unknown,Unknown,Male,Male,White,Black or African American,The victim's garage door was spray-painted with racially offensive symbols.
53688314291,99683,3/7/2020 8:20,UCR Approved,East,E1,RCW - 9A.36.080 | HATE CRIME OFFENSE,28,-1,Unknown,Unknown,Unknown,Male,Unknown,Black or African American,"The victim's garden was vandalized, with racial slurs painted on the fence."
53858371335,102448,1/18/2022 12:28,UCR Approved,East,E3,RCW - 9A.36.080 | HATE CRIME OFFENSE,28,-1,Unknown,Not Hispanic Or Latino,Male,Male,Black or African American,Asian,"The victim's home was targeted with a firebomb. Luckily, the device did not ignite, but racial slurs and offensive messages were spray-painted on the exterior walls. The incident has left the victim and their family fearing for their lives and contemplating moving out of the neighborhood."
53690556507,99883,9/22/2020 15:16,UCR Approved,North,B1,RCW - 9A.36.080 | HATE CRIME OFFENSE,41,29,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,Black or African American,"The victim's home was targeted with a Molotov cocktail, and racial slurs were spray-painted on the exterior."
53706632038,100912,6/1/2021 11:25,UCR Approved,Southwest,F1,RCW - 9A.36.080 | HATE CRIME OFFENSE,68,38,Unknown,Unknown,Male,Male,Unknown,Black or African American,"The victim's mailbox was damaged, and a note with racial threats was found inside."
53984586581,105879,10/7/2020 16:11,UCR Approved,Southwest,W3,RCW - 9A.36.080 | HATE CRIME OFFENSE,12,42,Not Hispanic Or Latino,Not Hispanic Or Latino,Female,Unknown,White,Black or African American,"The victim's mailbox was set on fire, and a note with racial threats was found nearby."
54064006434,106778,5/3/2022 8:51,UCR Approved,East,E1,RCW - 9A.36.080 | HATE CRIME OFFENSE,49,-1,-,Not Hispanic Or Latino,Female,Female,White,Black or African American,"The victim's property was vandalized with paint, including racial insults."
54251596390,109730,6/20/2021 14:08,UCR Approved,North,N1,RCW - 9A.36.080 | HATE CRIME OFFENSE,53,40,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Female,Asian,Black or African American,"The victim's windows were broken, and racial slurs were spray-painted on the house."
15807653030,61824,1/1/2020 12:03,UCR Approved,West,K3,RCW - 9A.52.025 | BURGLARY RESIDENTIAL,73,-1,-,Unknown,-,Female,-,Asian,"Victim XXX contacted authorities after being swindled in a fraudulent car deal. Days later, he spotted the scammer outside his child's school, raising concerns about potential retaliation. XXX remains vigilant and seeks protection from the authorities."
20808594022,85258,1/1/2020 8:24,UCR Approved,West,K3,Suspicious Circumstance,-1,53,Unknown,-,Female,-,White,-,"Victim XXX contacted me to report a series of unsettling encounters with a suspicious individual. XXX, while leaving his office late one evening, noticed a man loitering near his car in the parking garage. The man quickly fled when XXX approached. A few days later, XXX encountered the same individual at a local gas station, where he attempted to break into XXX's car. Concerned for his safety, XXX reached out to the authorities."
24947277679,94450,1/19/2020 10:42,UCR Approved,North,N3,Collision - Traffic,-1,59,Unknown,-,Male,-,White,-,"Victim XXX reported a hit-and-run incident involving his car. Weeks later, he spotted the suspect lurking near his workplace, raising concerns about potential retaliation. XXX remains vigilant and worries about his safety."
26791640565,83027,9/13/2020 13:54,UCR Approved,East,C2,SMC - 12A.08.020 | PROPERTY DESTRUCTION (1ST DEGREE) - NON RESIDENTIAL,53,-1,-,Not Hispanic Or Latino,-,Male,-,Unknown,XX returned to his bike and discovered the rear tire had been stolen alongwith the headlight. The front bag had been slashed.
15582490180,2,9/18/2020 10:03,Draft,-,-,-,-1,-1,-,-,-,-,-,-,duplicate of even 70937390
